notation,prefLabel,altLabel,definition,broader,related,source,closeMatch,relatedMatch,seeAlso,broadMatch,narrowMatch,narrower,uri
A974A4,Mowital B30H@de,,"Produktname für ein PVB-Polymer der Firma Kuraray, wobei die Bezeichnung ""B30H"" hinter dem Markennamen ""Mowital"" eine Reihe von Eigenschaften dieses speziellen Produkttypens angibt. Für die Anwendung in der Restaurierung ist dabei vor allem die Zahl wichtig, da diese den Polymerisationsgrad angibt. Je höher die Zahl, desto höher ist der Polymerisationsgrad und desto höher ist die Viskosität des Polymers. Bei Mowital B30H handelt es sich demnach um ein Polymer mit mittlerer Viskosität.",https://www.w3id.org/archlink/terms/conservationthesaurus/B572B5,,https://www.kuraray.com/uploads/5c4fa65dbe70f/160812_TDS_Mowital_B_EN.pdf,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A974A4
F97896,Mowital B60H@de,,"Produktname für ein PVB-Polymer der Firma Kuraray, wobei die Bezeichnung ""B60H"" hinter dem Markennamen ""Mowital"" eine Reihe von Eigenschaften dieses speziellen Produkttypens angibt. Für die Anwendung in der Restaurierung ist dabei vor allem die Zahl wichtig, da diese den Polymerisationsgrad angibt. Je höher die Zahl, desto höher ist der Polymerisationsgrad und desto höher ist die Viskosität des Polymers. Bei Mowital B60H handelt es sich demnach um ein Polymer mit höherer Viskosität.",https://www.w3id.org/archlink/terms/conservationthesaurus/B572B5,,https://www.kuraray.com/uploads/5c4fa65dbe70f/160812_TDS_Mowital_B_EN.pdf,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/F97896
DF5773,Polyvinylacetat@de|polyvinyl acetate@en,PVAC@de|PVA@de,"Durch radikalische Polymerisation von Vinylacetat-Monomeren hergestelltes thermoplastisches Polymer, das in fester oder flüssiger Form (als wässrige Dispersion oder Emulsion) bezogen werden kann. Verschiedene PVAC-Produkte werden in der Restaurierung häuptsächlich für Klebungen, Festigungen und als Schutzüberzug verwendet. Die Glasübergangstemperatur von PVAC liegt in etwa bei Raumtemperatur, was zu einem weichen und klebrigen Zustand führt und unerwünschte Adhäsion von Staub und Schmutz sowie das Verformen bzw. Versagen von Klebunge verursacht.",https://www.w3id.org/archlink/terms/conservationthesaurus/A1D125,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S 137, 141.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 190.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 218/219.| DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.","https://cameo.mfa.org/wiki/Polyvinyl_acetate|http://vocab.getty.edu/aat/300014507",,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A447D9|https://www.w3id.org/archlink/terms/conservationthesaurus/F16511|https://www.w3id.org/archlink/terms/conservationthesaurus/AF8F61|https://www.w3id.org/archlink/terms/conservationthesaurus/A42BD6,https://www.w3id.org/archlink/terms/conservationthesaurus/DF5773
A447D9,Mowilith 50@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/DF5773,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A447D9
F16511,Mowilith D025@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/DF5773,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/F16511
AF8F61,Mowilith DV@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/DF5773,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/AF8F61
A42BD6,Ponal Classic@de,,"Produktname einer wässrigen Polyvinylacetat-Dispersion, hergestellt von der Firma Henkel.",https://www.w3id.org/archlink/terms/conservationthesaurus/DF5773,,https://epos.henkel.com/media/e9c8648a451fb9327893b72a85b8216d/Ponal_Classic/sds_ponal_classic_de.pdf,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A42BD6
C838C1,Polyvinylalkohol@de,PVAL@de,"thermoplastisches Polymer, welches durch Hydrolyse von Polyvinylacetat synthetisiert wird. Es ist beständig gegenüber Ölen, Fetten und organischen Lösungsmitteln, jedoch empfindlich gegenüber Feuchtigkeit. In der Restaurierung wird PVAL als reversibler Klebstoff für poröse Materialien, Bindemittel oder Beschichtungsmaterial eingesetzt.",https://www.w3id.org/archlink/terms/conservationthesaurus/A1D125,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.",,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/C838C1
D41661,Cellulosederivat@de,,Überbegriff für chemisch modifizierte Cellulosen.,https://www.w3id.org/archlink/terms/conservationthesaurus/A1D125,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A44D5F|https://www.w3id.org/archlink/terms/conservationthesaurus/A9A929,https://www.w3id.org/archlink/terms/conservationthesaurus/D41661
A44D5F,Celluloseether@de|cellulose ether@en,,"synthetisches Polymer, das durch chemische Veretherung von Cellulose hergestellt wird. Je nach geneuer chemischer Zusammensetzung des gewählten Produktes ergeben sich spezifische Eigenschaften wie Viskosität, Klebekraft und Löslichkeit.",https://www.w3id.org/archlink/terms/conservationthesaurus/D41661,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.| Hermann Kühn, Conservation and Restoration of Works of Art and Antiquities. Volume 1 (London 1986), S.163.",,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/DD4B75|https://www.w3id.org/archlink/terms/conservationthesaurus/F84988,https://www.w3id.org/archlink/terms/conservationthesaurus/A44D5F
DD4B75,Klucel® G@de,,"Produktname eines wasserlöslichen, nichtionischen Celluloseethers auf Hydroxypropylcellulose (HPC)-Basis der Firma Ashland Inc. Es ist sowohl in Wasser unter 38 °C als auch in polaren organischen Lösungsmitteln wie Ethanol und Aceton löslich. Zu seinen herausragenden Eigenschaften zählen Thermoplastizität, Flexibilität ohne Zusatz von Weichmachern sowie die Reversibilität. In der Konservierung und Restaurierung wird Klucel G häufig als Bindemittel, Verdickungsmittel oder Klebstoff verwendet, insbesondere für wasserempfindliche Materialien wie Papier, Textilien oder Leder.",https://www.w3id.org/archlink/terms/conservationthesaurus/A44D5F,,"https://deffner-johann.de/de/klucel-g-pulver.html| https://www.schmedt.de/klucel-g-hydroxypropylcellulose-nichtionischer-wasserloeslicher-celluloseether/36161001 | Hermann Kühn, Conservation and Restoration of Works of Art and Antiquities. Volume 1 (London 1986), S.163.",,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/DD4B75
F84988,Methocel A4C@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A44D5F,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/F84988
A9A929,Celluloseester@de|cellulose ester@en,,"synthetisches Polymer, das duch die chemische Modifikation (Veresterung) von natürlicher Cellulose mit organischen Säuren oder Mineralsäuren hergestellt wird.",https://www.w3id.org/archlink/terms/conservationthesaurus/D41661,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.",,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/GC7998,https://www.w3id.org/archlink/terms/conservationthesaurus/A9A929
GC7998,Cellulosenitrat@de|cellulose nitrate@en,,"synthetisches Polymer, das durch die Veresterung von Cellulose mit Nitriersäure (Gemisch aus konzentrierter Salpeter- und konzentrierter Schwefelsäure) hergestellt wird. Vermischt mit Weichmachernund gelöst in Lösemitteln wird es seit dem späten 19. Jh. als eines der ersten synthetischen Harze im Bereich der Konservierung/Restaurierung verwendet. Cellulosenitrat zeichnet sich durch eine Reihe von Eigenschaften aus, die es als beliebtes Konservierungsmittel erscheinen lässte (z.B. schnelle Trocknung, einfache Handhabung, gute Haftung auf verschiedenen Materialien, hohe Glasübergangstemperatur, etc). Allerdings neigt es zum vergilben und zeigte bei durchgeführten Studien (Oddy-Test) korrosiove Wirkung auf Metalle.",https://www.w3id.org/archlink/terms/conservationthesaurus/A9A929,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S. 214 - 216.| Steger, S., Eggert, G., Horn, W. et al. Are cellulose ethers safe for the conservation of artwork? New insights in their VOC activity by means of Oddy testing. Herit Sci 10, 53 (2022). https://doi.org/10.1186/s40494-022-00688-4",https://cameo.mfa.org/wiki/Cellulose_nitrate,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/FD8AG2|https://www.w3id.org/archlink/terms/conservationthesaurus/C65F47|https://www.w3id.org/archlink/terms/conservationthesaurus/GC6999|https://www.w3id.org/archlink/terms/conservationthesaurus/A5D2D1,https://www.w3id.org/archlink/terms/conservationthesaurus/GC7998
FD8AG2,Pantarol® Metallschutz Nr. 100@de,,Produktname eines farblosen Harzes auf Cellulosenitrat-Epoxidharz-Basis der Firma Edelweiss Industrielacke Lutzenberger GmbH.,https://www.w3id.org/archlink/terms/conservationthesaurus/GC7998,,https://www.pantarol.de/shop/metallschutz-innenbereich/pantarol-r-metallschutz-farblos-nr.-100/,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/FD8AG2
C65F47,Mecosan L-TR@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/GC7998,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/C65F47
GC6999,Zaponlack@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/GC7998,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/GC6999
A5D2D1,Archäocoll 2000 N@de,,"Produktname eines cellulosebasierten Spezialkleber, der speziell für die Restaurierung von Keramik entwickelt wurde. Er eignet sich besonders für spröde und poröse Materialien wie vorgeschichtliche Keramik und zeichnet sich durch schnelle Trocknung, sehr gute Benetzung und Reversibilität aus. Archäocoll 2000 N lässt sich leicht mit Aceton entfernen und ist dauerhaft reversibel, was eine spätere Demontage ohne Schaden ermöglicht. Aufgrund seiner mechanischen Eigenschaften, die an die der Keramik angepasst sind, und der geringen Vergilbung eignet er sich gut für die Klebung und Keramik, sollte jedoch aufgrund potenzieller Korrosionsrisiken für andere Materialien in Vitrinen mit Vorsicht verwendet werden.",https://www.w3id.org/archlink/terms/conservationthesaurus/GC7998,,"https://www.kremer-pigmente.com/elements/resources/products/files/98500.pdf| Ziegler, J., Kuhn-Wawrzinek, C., Eska, M. und Eggert; G., 2014. Popping stoppers, crumbling coupons – Oddy testing of common cellulose nitrate ceramic adhesives. In: J. Bridgland, Hrsg. ICOM-CC 17th Triennial Conference Preprints, Melbourne, 15.–19. September 2014. Paris: ICOM, art. 0505.",,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A5D2D1
F89522,Polyethylenglycol@de,PEG@de,"synthetischer Polyether aus sich wiederholenden -CH2-CH2-O-Monomeren, der durch Polymerisation von Ethylenoxid hergestellt wird. PEG kann in verschiedenen Molekulargewichten bezogen werden, wodurch sich unterschiedliche spezifische Eigenschaften ergeben. Je länger die Molekülkette (je höher die Zahl hinter PEG), desto höher die Viskosität des PEGs. In der Konservierung und Restaurierung wird PEG hauptsächlich als Festigungsmittel für wassergelagerte organische Materialien (z.B. Holz oder Leder) verwendet. Das hygroskopische Polymer ersetzt dabei das Wasser in den Zellwänden, stabilisiert die Objektstruktur und verhindert beim Trocknungsprozess ein Schrumpfen und Reißen des Materials.",https://www.w3id.org/archlink/terms/conservationthesaurus/A1D125,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S. 188 - 193.",,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/F89522
DF633G,Melamin-Formaldehydharz@de,Melaminharz@de,"Durch Polykondensation von Melamin und Formaldehyd hergestellter Kunststoff, der hauptsächlich für die Konservierung archäologischer Hölzer verwendet wird. Melaminharze ist durchsichtig, lichtecht und wasserfest, zusätzlich weist es eine hohe mechanische Festigkeit sowie eine gute chemische Beständigkeit gegen schwache Laugen und Lösemittel auf.",https://www.w3id.org/archlink/terms/conservationthesaurus/A1D125,,"Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989).",,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/BGACD3|https://www.w3id.org/archlink/terms/conservationthesaurus/D2F2D5|https://www.w3id.org/archlink/terms/conservationthesaurus/FF4767|https://www.w3id.org/archlink/terms/conservationthesaurus/C4D6G3|https://www.w3id.org/archlink/terms/conservationthesaurus/BFB162|https://www.w3id.org/archlink/terms/conservationthesaurus/B6CAB5,https://www.w3id.org/archlink/terms/conservationthesaurus/DF633G
BGACD3,Arigal C@de,,"Produktname eines wasserverdünnbaren Melamin-Formaldehydkondensats der Firma Ciba. Es wurde in den 70er Jahren für die Konservierung von archäologischen Hölzern verwendet, dann allerdings vom Markt genommen und durch das Nachfolgerprodukt Lyfix DML ersetzt.",https://www.w3id.org/archlink/terms/conservationthesaurus/DF633G,,KUR Database - https://www1.rgzm.de/kur/,,,"H. Müller-Beck/A. Haas, A method for wood preservation using Arigal C. In: Studies in Conservation 5/4 (1960), 150 – 158.",,,,https://www.w3id.org/archlink/terms/conservationthesaurus/BGACD3
D2F2D5,Lyfix DML@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/DF633G,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/D2F2D5
FF4767,Lyofix CHN@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/DF633G,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/FF4767
C4D6G3,Kauramin® Tränkharz 800@de,Kauramin CE5549@de,Produktname des wasserverdünnbaren Melamin-Formaldehydharzes der Firma BASF. Wurde vormals unter der Bezeichnung Kauramin CE 5549 im Jahr 1936 auf den Markt gebracht und nach erfolgreicher Bewährung in Kauramin Tränkharz 800 umbenannt. Im Jahr 2023 wurde das Produkt vom Markt genommen und durch das Nachfolgeprodukt Kauramin Tränkharz 801 ersetzt.,https://www.w3id.org/archlink/terms/conservationthesaurus/DF633G,,KUR Database - https://www1.rgzm.de/kur/,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/C4D6G3
BFB162,Kauramin CE 5549@de,,Begriff aussortiert!,https://www.w3id.org/archlink/terms/conservationthesaurus/DF633G,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/BFB162
B6CAB5,Kauramin® Tränkharz 801@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/DF633G,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/B6CAB5
F8A93F,Polyesterharz@de,,"synthetisches Polymerharz bestehend aus einer Mischung von ungesättigten Polyester und einem Reaktivmonomer (häufig Styrol), die durch Zugabe eines Initiators bei Raumtemperatur polymerisieren. Charakteristisch ist eine gute mechanische Festigkeit, hohe Viskosität, hohe Klebefähigkeit, aber schwache Widerstandsfähigkeit gegen UV-Licht. In der Konservierung und Restaurierung findet Polyesterharz vorwiegend in der Strukturfestigung von porösem Steinmaterial, als Klebstoff, Füllmittel und für die Herstellung von wissenschaftlichen Kopien Verwendung. Zu den kristischen Aspekten in der restauratorischen Verwendung gehören die irreversible Aushärtung sowie die starke Schrumpfung (bis zu 8%) und Empfindlichkeit gegenüber Feuchtigkeit während der Polymerisation.",https://www.w3id.org/archlink/terms/conservationthesaurus/A1D125,,"DIN EN 12670| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S. 283 - 286.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 193.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 216.",,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/DAC425|https://www.w3id.org/archlink/terms/conservationthesaurus/D39264,https://www.w3id.org/archlink/terms/conservationthesaurus/F8A93F
DAC425,Akemi Marmorkitt 1000@de,,"Produktname eines 2-Komponenten Polyesterharzes mit mineralischen Füllstoffen der Firma Akemi® . Das Produkt wurde ursprünglich für Verkittungen und Verklebungen in der steinverarbeitenden Industrie hergestellt, eignet sich aufgrund seiner Eigenschaften jedoch auch in der Konservierung und Restaurierung für die stabile und schnelle Füllung und Verklebung von kleineren Fehlstellen. Es besitzt eine flüssig bis cremige Konsistenz, eine Verarbeitungszeit von ca. 20 - 40 Minuten und lässt sich nach dem Aushärten gut mit verschiedenen Werkzeugen (Schleifen, Bohren, Fräsen) bearbeiten.",https://www.w3id.org/archlink/terms/conservationthesaurus/F8A93F,,https://data.akemi.de/fileadmin/user_upload/products/productdocuments/TMB/Marmorkitt_1000_Universal_TMB_D.pdf,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/DAC425
D39264,Palatal® P 4-01@de,,"Palatal® P 4-01 der Firma AOC ist ein ungesättigtes Polyesterharz, gelöst in Stryol. Es wird durch die Zugabe eines Katalysator (Butanox) und Kobaltbeschleuniger vernetzt",https://www.w3id.org/archlink/terms/conservationthesaurus/F8A93F,,https://www.euroresins.com/wp-content/uploads/2018/03/PALATAL-P4-01_010482.pdf,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/D39264
A3G356,Polyurethan@de,PU@de|PUR@de,"synthetisches Polymere, das durch eine Reaktion von Polyisocyanaten mit einem Polyol hergestellt wird. In der Konservierung und Restaurierung wird es als Festigungs- und Bindemittel sowie in Form von Schäumen als Stabilisierung von Blockbergungen verwendet. Die Eigenschaften wie Härte, Elastizität und Beständigkeit lassen sich durch die Wahl der Ausgangskomponenten gezielt steuern, wobei die genaue Formulierung von kommerziell erwärblichen Polyurethanen häufig unklar ist.",https://www.w3id.org/archlink/terms/conservationthesaurus/A1D125,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S. 286 - 288.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 194/195.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S.91.",,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A3G356
AG2965,natürliches Polymer@de,Naturharz@de,"Oberbegriff für Polymere, die aus natürlichen Quellen stammen, leicht bis garnicht synthetisch modifiziert wurden und vielseitig einsetzbar sind. Diese Stoffe wurden vor allem in den Anfängen der Restaurierungsgeschichte, bevor synthetische Polymere in breiter Bandbreite zur Verfügung standen, häufig zum Kleben und Stabilisieren von Objekten eingesetzt. In der modernen Restaurierung spielen sie eher eine untergeordnete Rollen, finden jedoch nach wie vor vereinzelt Verwendung.",https://www.w3id.org/archlink/terms/conservationthesaurus/B7B8B6,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S. 8.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 189.",,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/C176FC,https://www.w3id.org/archlink/terms/conservationthesaurus/AG2965
C176FC,Schellack@de,,"Ausscheidungssekret der Lackschildlaus, welcher in Alkohol gelöst zu einer streichbaren Konsistenz verarbeitet werden kann. Nach der Verflüchtigung des Alkohols trocknet Shellack zu einer dicken, dunkelbraunen Schicht die im Laufe der Zeit durch Alterungsprozesse (cross-linking) zu einer praktisch unlöslichen Masse polymerisiert.  Aus chemischer Sicht handelt es sich bei Shellack um ein Polyester aus den Hauptbestandteilen Aleursäure, Aldehyde und andere Carboxylsäuren.",https://www.w3id.org/archlink/terms/conservationthesaurus/AG2965,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 205.| Stefano Centenaro, et all, Consolidation and coating treatments for glass in the cultural heritage field: A review. Journal of Cultural Heritage 64, 2023, S. 132 - 143.",,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/GD86C1|https://www.w3id.org/archlink/terms/conservationthesaurus/BA71DA|https://www.w3id.org/archlink/terms/conservationthesaurus/C4AG61|https://www.w3id.org/archlink/terms/conservationthesaurus/C143C4|https://www.w3id.org/archlink/terms/conservationthesaurus/G379BF|https://www.w3id.org/archlink/terms/conservationthesaurus/GC7994|https://www.w3id.org/archlink/terms/conservationthesaurus/D769C3|https://www.w3id.org/archlink/terms/conservationthesaurus/B2F4F2,https://www.w3id.org/archlink/terms/conservationthesaurus/C176FC
GD86C1,Proteinleim@de,,"natürliches Produkt, bei denen die haftenden Eigenschaften der wiederkehrenden -NH-CO-Bindungen zur Verwendung als Klebstoff/Leim genutzt werden. Das Protein kann dabei aus verschiedenen Quellen und unter unterschiedliche Verfahren gewonnen werden.",https://www.w3id.org/archlink/terms/conservationthesaurus/C176FC,,"DIN EN ISO 472/A1:2019-03, Kunststoffe - Fachwörterverzeichnis - Änderung 1: Weitere Einträge (ISO 472:2013/Amd.1:2018); Dreisprachige Fassung EN ISO 472:2013/A1:2018, Deutsches Institut für Normung.| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S.67.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 184.",,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/FA91B1|https://www.w3id.org/archlink/terms/conservationthesaurus/F5BDAB,https://www.w3id.org/archlink/terms/conservationthesaurus/GD86C1
FA91B1,Glutinleim@de|animal glue@en,Kollagen@de|Tierleim@de,"natürlicher Klebstoff, welcher durch die Verarbeitung von kollagenhaltigen Tierprodukten wie Haut, Knochen und Bindegewebe gewonnen wird. Je nach gewälter Kollagenquelle und Herstellungsart des Leims ergeben sich unterschiedliche Viskositäten, Festigkeiten und generelle mechanische Eigenschaften. Glutinleime werden in Form von erwärmten Lösungen oder Gelen aufgetragen und trocknen durch Verdunstung des Wassers zu einem mehr oder weniger festen Film, wobei eine nicht unerhebliche Schrumpfung eintritt. Sie sind in der Regel gut reversibel und können mit Hilfe von warmem Wasser entfernt werden.",https://www.w3id.org/archlink/terms/conservationthesaurus/GD86C1,,"DIN EN ISO 472/A1:2019-03, Kunststoffe - Fachwörterverzeichnis - Änderung 1: Weitere Einträge (ISO 472:2013/Amd.1:2018); Dreisprachige Fassung EN ISO 472:2013/A1:2018, Deutsches Institut für Normung.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 205.| Stefano Centenaro, et all, Consolidation and coating treatments for glass in the cultural heritage field: A review. Journal of Cultural Heritage 64, 2023, S. 132 - 143.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 89.",,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/FA91B1
F5BDAB,Kaseinleim@de|casein@en,Casein@de,"proteinhaltiger Klebstoff, der aus dem natürlichen Milcheiweiß (Kasein) in Verbindung mit einer alkalischen Substanz wie Kalk, Ammoniak oder Borax hergestellt wird. Durch die Modifizierung entsteht ein wasserlöslicher Leim mit guter Klebekraft, der nach dem Aushärten einen wasserbeständigen Film bildet. Wie andere Proteinleime neigt auch Kaseinleim während der Aushärtung zur Schrumpfung. In der modernen Restaurierung wurde Kaseinleim größtenteils durch synthetische Polymere abgelöst.",https://www.w3id.org/archlink/terms/conservationthesaurus/GD86C1,,"DIN EN ISO 472/A1:2019-03, Kunststoffe - Fachwörterverzeichnis - Änderung 1: Weitere Einträge (ISO 472:2013/Amd.1:2018); Dreisprachige Fassung EN ISO 472:2013/A1:2018, Deutsches Institut für Normung.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 205.| Stefano Centenaro, et all, Consolidation and coating treatments for glass in the cultural heritage field: A review. Journal of Cultural Heritage 64, 2023, S. 132 - 143.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 89.",https://cameo.mfa.org/wiki/Casein,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/F5BDAB
BA71DA,Stärkeleim@de,Stärkeklebstoff@de,"natürlicher Klebstoff, hergestellt durch die Gelatinierung von Stärke aus unterschiedlichen Pflanzen. Mit Wasser angerührte Stärke bildet einen milch weißen Leim mit guter Klebekraft, der je nach gewünschter Anwendung zu unterschiedlichen Konsistenzen verarbeitet werden kann. Stärkeleim war ein häufig verwendeter Klebstoff in der Restaurierungsgeschichte und wird heute teilweiße noch in der Papierverabeitung und Buchbinderei eingesetzt.",https://www.w3id.org/archlink/terms/conservationthesaurus/C176FC,,"Hermann Kühn, Conservation and Restoration of Works of Art and Antiquities. Volume 1 (London 1986), S. 166/167.| Wolfgang Knobloch, Ergänzungen und Rekonstruktionen an historischen Objekten aus Metall. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und
Technologie. München 2000, S. 86.",,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/BA71DA
C4AG61,Cellulose@de,,"natürliches Polymer aus linearen Glycosemonomeren, dessen Fasern häufig zur Verstärkung von Klebstoffen zugesetzt werden.",https://www.w3id.org/archlink/terms/conservationthesaurus/C176FC,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.",,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/C4AG61
C143C4,Dextrinleim@de|dextrine@en,Dextrin@de,"natürlicher Klebstoff, der durch die gezielte Modifizierung von Stärke, zum Teil unter geringfügiger Zugabe von weiteren Chemikalien, hergestellt wird. In der Konservierung und Restaurierung wurde es früher für die Klebung von Gläsern und Papier, als Klebstoff für Etiketten sowie als Bindemedium für Farben verwendet. Allerdings zeigt Dixtrinleim, wie viele andere natürliche Polymerleime, aufgrund der organischen Natur eine hohe Anfälligkeit für mikrobiellen Befall und eine starke Hygroskopizität, was zu Quellungen und mechanischer Spannung führen kann.",https://www.w3id.org/archlink/terms/conservationthesaurus/C176FC,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S. 286 - 288.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 194/195.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S.91.",,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/C143C4
G379BF,Gummi arabicum@de,,"natürlicher Pflanzenleim, der aus dem Harz bestimmter Akazienbäume gewonnen wird. Er wird in Form gelber bis farbloser Tropfen oder Brocken verkauft und lässt sich in Wasser zu einem klaren, klebrigen Leim lösen.",https://www.w3id.org/archlink/terms/conservationthesaurus/C176FC,,"Hermann Kühn, Conservation and Restoration of Works of Art and Antiquities. Volume 1 (London 1986), S. 166.| Wolfgang Knobloch, Ergänzungen und Rekonstruktionen an historischen Objekten aus Metall. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und
Technologie. München 2000, S. 86.",,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/G379BF
